Par_ref_offre|Par_URL_offre|Code_ogr|Libelle_metier_OGR|Description|Par_cle|Par_nom|Off_experience_duree_min|Exp_cle|Exp_libelle|Dur_cle_experience|NTC_cle|TCO_cle|Off_contrat_duree_MO|Pay_cle|Off_date_creation|Off_date_modification
536452|https://place-emploi-public.gouv.fr/offre-emploi/responsable-de-la-cellule-ressources-humaines-hf-reference-MINT_BA092GNB-19453|15334|Gestionnaire de l'administration du personnel|Vos activités principales\n\n\nAssurer de façon autonome l'instruction de demandes et de dossiers débouchant sur une réalisation attendue par le(s) responsable(s) dans le domaine de la gestion des ressources humaines.\n\n La cellule RH est en charge de la gestion des dossiers administratifs des militaires et des civils du 1er régiment d'infanterie et prépare les dossiers pour la chancellerie (récompenses, sanctions). Elle informe et conseille les personnels militaires et civils.\n\n Le chef de la cellule encadre 3 personnels militaires et civils et travaille en relation avec les unités subordonnées et leurs autorités hiérarchiques.\n Il répartit les tâches au sein de la cellule, en contrôle la production, s'assure du respect des échéances (agenda informatique).\n Il assure les relations téléphoniques courantes avec les demandeurs et les interlocuteurs concernés.\n Le chef de la cellule ADM est l'adjoint du chef de la section commandement.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
536474|https://place-emploi-public.gouv.fr/offre-emploi/chef-de-la-section-des-affaires-immobilieres-hf-reference-MINT_BA094ATB-19122|19112|Responsable logistique|Vos activités principales\n- Assurer la gestion et le suivi des charges locatives de la gendarmerie des transports aériens sur le logiciel dédié autocharges par la mise en œuvre des différents modules ,\n- Tenir à jour la base de gestion nationale du parc immobilier de la gendarmerie des transports aériens sur le logiciel dédié Geaude 2GAI\n-Assurer la gestion administrative des logements de la gendarmerie des transports aériens,\n- Mise en compétition et attributions des logements, Attestations des personnels militaires, gestion du plan annuel des mutations,déclassement et reclassement des logements en caserne…..- Assurer la gestion et le suivi du parc immobilier de la gendarmerie des transports aériens\n- Suivi des indicateurs du contrôle interne\n- Entretenir des contacts réguliers avec des interlocuteurs variés (unités de gendarmerie, services de la direction générale de l'aviation civile (DGAC), propriétaires de biens immobiliers, entreprises diverses…)\n- Soutenir et conseiller les unités de la gendarmerie des transports aériens disséminées sur tout le territoire français.\n- Suivre les travaux au sein des différentes unités de la GTA pilotés par la DGAC.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
536511|https://place-emploi-public.gouv.fr/offre-emploi/chef-de-la-section-des-affaires-immobilieres-hf-reference-MINT_BA094ATB-19122|19112|Responsable logistique|Vos activités principales\n- Assurer la gestion et le suivi des charges locatives de la gendarmerie des transports aériens sur le logiciel dédié autocharges par la mise en œuvre des différents modules ,\n- Tenir à jour la base de gestion nationale du parc immobilier de la gendarmerie des transports aériens sur le logiciel dédié Geaude 2GAI\n-Assurer la gestion administrative des logements de la gendarmerie des transports aériens,\n- Mise en compétition et attributions des logements, Attestations des personnels militaires, gestion du plan annuel des mutations,déclassement et reclassement des logements en caserne…..- Assurer la gestion et le suivi du parc immobilier de la gendarmerie des transports aériens\n- Suivi des indicateurs du contrôle interne\n- Entretenir des contacts réguliers avec des interlocuteurs variés (unités de gendarmerie, services de la direction générale de l'aviation civile (DGAC), propriétaires de biens immobiliers, entreprises diverses…)\n- Soutenir et conseiller les unités de la gendarmerie des transports aériens disséminées sur tout le territoire français.\n- Suivre les travaux au sein des différentes unités de la GTA pilotés par la DGAC.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
537848|https://place-emploi-public.gouv.fr/offre-emploi/ta-31--correspondant-informatique-hf-reference-MINT_BS031JAB-18743|10715|Agent / Agente d'exploitation informatique|Vos activités principales\n- Assiste, accompagne et conseille les utilisateurs,\n- réceptionne le matériel, l'installe et en assure le démarrage ainsi que le bon fonctionnement,\n- assiste les utilisateurs en vue d'une utilisation rationnelle de l'outil informatique,\n- assure la maintenance de premier niveau des matériels bureautiques,\n- sensibilise les utilisateurs à la sécurité informatique,\n- assure l'accompagnement de premier niveau lors de la mise en place des matériels et logiciels,\n- recueille les besoins ponctuels émis par les utilisateurs, et trouve les moyens d’y répondre\n- assure la liaison entre l'exploitation, la conception et les utilisateurs,\n- veille au respect des règles de sécurité par les utilisateurs,\n- assure la liaison avec la direction des systèmes d'information du Conseil d'Etat pour signaler notamment les difficultés, les demandes d'évolution, au moyen des fiches GLPI,\n- s'assure du bon fonctionnement des matériels et logiciels, notamment en matière de téléphonie.\nSpécificités du poste / Contraintes / Sujétions\nPossibilités d'astreintes|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
538175|https://place-emploi-public.gouv.fr/offre-emploi/ta-31--correspondant-informatique-hf-reference-MINT_BS031JAB-18743|10715|Agent / Agente d'exploitation informatique|Vos activités principales\n- Assiste, accompagne et conseille les utilisateurs,\n- réceptionne le matériel, l'installe et en assure le démarrage ainsi que le bon fonctionnement,\n- assiste les utilisateurs en vue d'une utilisation rationnelle de l'outil informatique,\n- assure la maintenance de premier niveau des matériels bureautiques,\n- sensibilise les utilisateurs à la sécurité informatique,\n- assure l'accompagnement de premier niveau lors de la mise en place des matériels et logiciels,\n- recueille les besoins ponctuels émis par les utilisateurs, et trouve les moyens d’y répondre\n- assure la liaison entre l'exploitation, la conception et les utilisateurs,\n- veille au respect des règles de sécurité par les utilisateurs,\n- assure la liaison avec la direction des systèmes d'information du Conseil d'Etat pour signaler notamment les difficultés, les demandes d'évolution, au moyen des fiches GLPI,\n- s'assure du bon fonctionnement des matériels et logiciels, notamment en matière de téléphonie.\nSpécificités du poste / Contraintes / Sujétions\nPossibilités d'astreintes|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
538221|https://place-emploi-public.gouv.fr/offre-emploi/dggn-92---expert-ingenierie-des-reseaux-de-transport-et-des-services-radiomobiles-hf-reference-MINT_BS092GNA-19998|11130|Architecte technique informatique|"Vos activités principales\n Dans le cadre de l'unification des maîtrises d'œuvre étatiques des réseaux radio du ministère au sein du Service des technologies et des systèmes d'information de la sécurité intérieure (ST(SI)²), vous aurez plus particulièrement pour mission\nde réaliser diverses études d'ingénierie, soit sur l'interface air (couverture radio/ dimensionnement) soit sur les protocoles niveaux 2 et 3 ;\nd'assurer l'amélioration et l'optimisation des réseaux de radiocommunication professionnels existant, et l'évolution de ceux-ci :\npour le court terme, évolutions de périmètre technique (intégration nouveau système de transport FH, transfert de données, géolocalisation...) et fonctionnel (nouvelles populations utilisatrices hors gendarmerie, intégration de passerelles VHF/UHF), en valider les configurations des infrastructures, en considérant les impacts opérationnels lors des études d'évolution, et en pilotant des entités externes ou internes pour les déploiements ;\npour le plus long terme, contribuer aux travaux d'évaluation de solutions de services de radiocommunication professionnelle sur des réseaux 4G/LTE.\nLe travail des agents n'est pas limité aux missions décrites, selon les nécessités et missions du service, il pourra être confié d'autres missions dans le cadre du poste de travail précis."|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
538876|https://place-emploi-public-api.osc-fr1.scalingo.io/geturl?id=MINT_BS092GNA-19998|11130|Architecte technique informatique|"Vos activités principales\n Dans le cadre de l'unification des maîtrises d'œuvre étatiques des réseaux radio du ministère au sein du Service des technologies et des systèmes d'information de la sécurité intérieure (ST(SI)²), vous aurez plus particulièrement pour mission\nde réaliser diverses études d'ingénierie, soit sur l'interface air (couverture radio/ dimensionnement) soit sur les protocoles niveaux 2 et 3 ;\nd'assurer l'amélioration et l'optimisation des réseaux de radiocommunication professionnels existant, et l'évolution de ceux-ci :\npour le court terme, évolutions de périmètre technique (intégration nouveau système de transport FH, transfert de données, géolocalisation...) et fonctionnel (nouvelles populations utilisatrices hors gendarmerie, intégration de passerelles VHF/UHF), en valider les configurations des infrastructures, en considérant les impacts opérationnels lors des études d'évolution, et en pilotant des entités externes ou internes pour les déploiements ;\npour le plus long terme, contribuer aux travaux d'évaluation de solutions de services de radiocommunication professionnelle sur des réseaux 4G/LTE.\nLe travail des agents n'est pas limité aux missions décrites, selon les nécessités et missions du service, il pourra être confié d'autres missions dans le cadre du poste de travail précis."|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
538958|https://place-emploi-public.gouv.fr/offre-emploi/adjoint-au-directeur-des-ressources-humaines-hf-reference-MINT_BA973ATA-20050|18942|Responsable des Ressources Humaines -RRH-|"Vos activités principales\n \nL’ adjoint au Directeur des Ressources Humaines,\nFait fonction d’adjoint au Directeur des Ressources Humaines et, à ce titre, en assure l’intérim en\nson absence ;\ntraite les dossiers transversaux confiés par le Directeur des Ressources Humaines ;\nL’adjoint au Directeur des Ressources Humaines seconde le Directeur des Ressources Humaines dans\nla gestion des services et le pilotage de son activité, à savoir :\nAnimer et coordonner l’action des services de la direction ;\nEncadrer les agents de la direction ;\nDéfinir et évaluer la politique de gestion des ressources humaines des services de l’Etat en Guyane : recrutement, carrières, formation, action sociale\nValider le plan d’action de gestion prévisionnelle des effectifs, des emplois et des compétences ;\nMettre en oeuvre des projets structurants visant à simplifier et améliorer le service rendu aux\nagents ;\nMettre en oeuvre et développer des politiques de modernisation de l’Etat ;\nMettre en oeuvre et piloter la politique ministérielle de rémunération\nOrganiser la direction de sorte à développer la polyvalence des agents qui la composent ;\nOptimiser et simplifier le fonctionnement avec les administrations centrales ;\nPiloter le budget de la direction ;\n\nL’adjoint au Directeur des Ressources Humaines travaille étroitement avec les services de l’Etat en\nGuyane, les agents de des services de l’Etat en Guyane et les administrations centrales."|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
539923|https://place-emploi-public.gouv.fr/offre-emploi/adjoint-au-directeur-des-ressources-humaines-hf-reference-MINT_BA973ATA-20050|18942|Responsable des Ressources Humaines -RRH-|"Vos activités principales\n \nL’ adjoint au Directeur des Ressources Humaines,\nFait fonction d’adjoint au Directeur des Ressources Humaines et, à ce titre, en assure l’intérim en\nson absence ;\ntraite les dossiers transversaux confiés par le Directeur des Ressources Humaines ;\nL’adjoint au Directeur des Ressources Humaines seconde le Directeur des Ressources Humaines dans\nla gestion des services et le pilotage de son activité, à savoir :\nAnimer et coordonner l’action des services de la direction ;\nEncadrer les agents de la direction ;\nDéfinir et évaluer la politique de gestion des ressources humaines des services de l’Etat en Guyane : recrutement, carrières, formation, action sociale\nValider le plan d’action de gestion prévisionnelle des effectifs, des emplois et des compétences ;\nMettre en oeuvre des projets structurants visant à simplifier et améliorer le service rendu aux\nagents ;\nMettre en oeuvre et développer des politiques de modernisation de l’Etat ;\nMettre en oeuvre et piloter la politique ministérielle de rémunération\nOrganiser la direction de sorte à développer la polyvalence des agents qui la composent ;\nOptimiser et simplifier le fonctionnement avec les administrations centrales ;\nPiloter le budget de la direction ;\n\nL’adjoint au Directeur des Ressources Humaines travaille étroitement avec les services de l’Etat en\nGuyane, les agents de des services de l’Etat en Guyane et les administrations centrales."|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
540809|https://place-emploi-public.gouv.fr/offre-emploi/dggn-92--technicien-technico-fonctionnel-sur-le-systeme-d-information-schengen-hf-reference-MINT_BS092GNB-19051|10715|Agent / Agente d'exploitation informatique|Vos activités principales\n \n- Exécute les travaux d’intégration, vérifie les résultats et les transmets si nécessaire à la TMA\n\n - Exécute les travaux de production, vérifie les résultats et les transmets si nécessaire à la TMA\n\n- Assure le suivi des livraisons applicatives\n- Gère les incidents d’intégration et d’exploitation (alertes, interventions de premier niveau)\n- Effectue la mise à jour documentaire des processus et des traitements applicatifs.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
541859|https://place-emploi-public.gouv.fr/offre-emploi/dggn-92--technicien-technico-fonctionnel-sur-le-systeme-d-information-schengen-hf-reference-MINT_BS092GNB-19051|10715|Agent / Agente d'exploitation informatique|Vos activités principales\n \n- Exécute les travaux d’intégration, vérifie les résultats et les transmets si nécessaire à la TMA\n\n - Exécute les travaux de production, vérifie les résultats et les transmets si nécessaire à la TMA\n\n- Assure le suivi des livraisons applicatives\n- Gère les incidents d’intégration et d’exploitation (alertes, interventions de premier niveau)\n- Effectue la mise à jour documentaire des processus et des traitements applicatifs.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
542492|https://place-emploi-public.gouv.fr/offre-emploi/dggn-92--technicien-technico-fonctionnel-sur-le-systeme-d-information-schengen-hf-reference-MINT_BS092GNB-19042|10715|Agent / Agente d'exploitation informatique|Vos activités principales\n \n- Exécute les travaux d’intégration, vérifie les résultats et les transmets si nécessaire à la TMA\n\n - Exécute les travaux de production, vérifie les résultats et les transmets si nécessaire à la TMA\n\n- Assure le suivi des livraisons applicatives\n- Gère les incidents d’intégration et d’exploitation (alertes, interventions de premier niveau)\n- Effectue la mise à jour documentaire des processus et des traitements applicatifs.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
543748|https://place-emploi-public.gouv.fr/offre-emploi/dggn-92--technicien-technico-fonctionnel-sur-le-systeme-d-information-schengen-hf-reference-MINT_BS092GNB-19042|10715|Agent / Agente d'exploitation informatique|Vos activités principales\n \n- Exécute les travaux d’intégration, vérifie les résultats et les transmets si nécessaire à la TMA\n\n - Exécute les travaux de production, vérifie les résultats et les transmets si nécessaire à la TMA\n\n- Assure le suivi des livraisons applicatives\n- Gère les incidents d’intégration et d’exploitation (alertes, interventions de premier niveau)\n- Effectue la mise à jour documentaire des processus et des traitements applicatifs.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
544704|https://place-emploi-public.gouv.fr/offre-emploi/rg-paca--em--spsov--gestionnaire-rh-hf-reference-MINT_BA013GNC-18755|15334|Gestionnaire de l'administration du personnel|Traitement et suivi de la gestion administrative des demandes et des mutations effectuées par les personnels militaires non officiers de la RGPACA et de la zone de défense et de sécurité Sud, qui relèvent de l'autorité du commandant de région zonale.\nTraitement et suivi de la gestion des dossiers des personnels non officiers de la région de gendarmerie PACA .\nContrôle ressource humaine interne (auto-contrôle, supervision).\nRenfort ponctuel sur les travaux relatifs aux passages SOC et nomination grade de gendarme.\n|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
544735|https://place-emploi-public.gouv.fr/offre-emploi/agent-gestionnaire-des-effectifs-hf-reference-MINT_BA031GNC-18859|15334|Gestionnaire de l'administration du personnel|Suivi des dossiers gains et pertes, avec vérification, contrôle et mise à jour.\nMise à jour des dossiers première partie (sous-officiers de la région) et 2ème partie des militaires de l’État-major.\nÉtablissement des dossiers de campagne.\nÉlaboration de certificats de position militaire et d'états signalétiques et des services sur demande.\nSuivi des cartes de retraités et des cartes professionnelles électroniques.\nVérification, contrôle et mise à jour des dossiers sur demande.\nSeconder le chef de section et l’adjoint dans les différentes tâches leur incombant.\nParticiper activement au contrôle interne en privilégiant l’auto-contrôle et le contrôle mutuel.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
554720|https://place-emploi-public.gouv.fr/offre-emploi/agent-charge-de-la-gestion-du-temps-fh-hf-reference-2021-540666|15334|Gestionnaire de l'administration du personnel|"Spécialiste des infrastructures militaires, le SID assure le soutien de l’infrastructure et du domaine immobilier du ministère de la défense et des anciens combattants en métropole et sur les théâtres d’opérations extérieures. Sous la conduite d’une direction centrale, le SID est organisé en 7 établissements (ESID) auxquels sont rattachées des unités de soutien (USID).\nAu sein de la section ressources humaines (SRH) du bureau d’aide à l’activité de l’ESID de Toulon, le titulaire du poste assure la mise en œuvre de la gestion du temps (suivi des absences et horaire variable) de tous les personnels de l’établissement (environ 590 agents tous statuts confondus).\nIl assure le traitement administratif des éléments variables de rémunération des personnels civils, en liaison avec le GSBdD Toulon.\nIl conseille sa hiérarchie et les chefs d’entités sur la mise en œuvre de la réglementation relative au temps de travail et aux absences.\n\nEnfin, il assure les fonctions de correspondant annudef titulaire de l’établissement.\nLes missions principales sont les suivantes :\n- Dessiner sur l’ordinateur à partir de schémas ou d’esquisses conçus par les chargés d’affaires, les conducteurs d’opérations ou les architectes\n- Contrôler l’adéquation entre l’expression des besoins et la réponse sous forme de dessin\n- Réaliser des images destinées à un large public, en 2D/3D, ainsi que les plans relatifs aux dossiers d’étude d'impact et d'insertion dans le SIT\n- Participer aux levées topographiques et à l'implantation des parcelles\n- Effectuer les métrés des bâtiments existants ou à réaliser ; effectuer les relevés des cotes des structures porteuses, des portes des fenêtres et\n- Appliquer les directives données en matière de sécurité incendie et des règles d’accessibilité aux handicapés\n- Savoir élaborer les carnets de plans d’esquisse, d’APS ou de DCE\n- Participer à la mise à jour des bases de données du patrimoine\nLes missions annexes sont les suivantes :\n- Participer à toutes les activités nécessaires au bon fonctionnement du service\n- Prendre des photographies si nécessaires\n- Participer aux visites périodiques ou réglementaires d’immeubles\n- Participer à la mission d’assistance au commandement pour la formalisation des expressions de besoins"|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
